experiment,seed,feature_group,n_features,model,alignment,source_threshold,target_threshold,source_oof_f1,source_pred_rate,accuracy,balanced_accuracy,precision,malicious_recall,f1,auc,tn,fp,fn,tp,total_error,threshold
NPM -> PyPI,99,ratios_only,11,RandomForest,rank_threshold_transfer,0.45,0.7,0.9683631361760661,0.4864314789687924,0.5576662143826323,0.5576662143826323,0.5578231292517006,0.5563093622795116,0.5570652173913043,0.5837860776296142,412,325,327,410,652,0.7
NPM -> PyPI,99,flags_only,3,RandomForest,rank_threshold_transfer,0.57,0.050312691787116934,0.9338959212376934,0.46472184531886024,0.5,0.5,0.5,1.0,0.6666666666666666,0.4953025669727102,0,737,0,737,737,0.050312691787116934
NPM -> PyPI,99,all_minus_file,104,RandomForest,rank_threshold_transfer,0.5,0.6285714285714286,0.9710743801652892,0.48507462686567165,0.6180461329715061,0.6180461329715061,0.6188524590163934,0.6146540027137042,0.6167460857726345,0.6148537563815313,458,279,284,453,563,0.6285714285714286
NPM -> PyPI,99,all_minus_network,105,RandomForest,rank_threshold_transfer,0.56,0.6371428571428571,0.9723374827109267,0.48100407055630934,0.6024423337856174,0.6024423337856173,0.6038514442916093,0.5956580732700135,0.5997267759562842,0.6719032198081996,449,288,298,439,586,0.6371428571428571
NPM -> PyPI,99,all_minus_process,107,RandomForest,rank_threshold_transfer,0.33,0.5971428571428572,0.9727891156462585,0.4972862957937585,0.5841248303934871,0.5841248303934872,0.5824468085106383,0.5943012211668928,0.5883143049026192,0.7004560274978874,423,314,299,438,613,0.5971428571428572
NPM -> PyPI,99,all_minus_ratios,118,RandomForest,rank_threshold_transfer,0.56,0.5914285714285714,0.9737569060773481,0.48236092265943015,0.6031207598371777,0.6031207598371777,0.6049723756906077,0.5943012211668928,0.5995893223819302,0.6449410772706099,451,286,299,438,585,0.5914285714285714
NPM -> PyPI,99,all_minus_flags,126,RandomForest,rank_threshold_transfer,0.52,0.6285714285714286,0.9724137931034482,0.4837177747625509,0.6119402985074627,0.6119402985074627,0.6131687242798354,0.6065128900949797,0.6098226466575716,0.6460724010390874,455,282,290,447,572,0.6285714285714286
PyPI -> NPM,99,all_features,129,ExtraTrees,mean_std_score_alignment,0.56,0.56,0.9541666666666667,0.4769335142469471,0.9369063772048847,0.9369063772048847,0.9878787878787879,0.8846675712347354,0.933428775948461,0.959217112905928,729,8,85,652,93,0.56
PyPI -> NPM,99,file_only,25,ExtraTrees,mean_std_score_alignment,0.57,0.57,0.9464161447459986,0.47489823609226595,0.7367706919945726,0.7367706919945727,0.6732869910625621,0.9199457259158752,0.7775229357798165,0.6925919925474392,408,329,59,678,388,0.57
PyPI -> NPM,99,network_only,24,ExtraTrees,mean_std_score_alignment,0.38,0.38,0.8090909090909091,0.5447761194029851,0.7591587516960652,0.7591587516960652,0.6865234375,0.9538670284938942,0.7984099943214082,0.7794793149093561,416,321,34,703,355,0.38
PyPI -> NPM,99,process_only,22,ExtraTrees,mean_std_score_alignment,0.39,0.39,0.8601583113456465,0.5284938941655359,0.932157394843962,0.932157394843962,0.9718518518518519,0.8900949796472184,0.9291784702549575,0.9608897046775497,718,19,81,656,100,0.39
PyPI -> NPM,99,permission_only,12,ExtraTrees,mean_std_score_alignment,0.65,0.65,0.8975069252077562,0.4796472184531886,0.6160108548168249,0.616010854816825,0.6083650190114068,0.6512890094979648,0.6290956749672346,0.7647362054903722,428,309,257,480,566,0.65
PyPI -> NPM,99,ratios_only,11,ExtraTrees,mean_std_score_alignment,0.43,0.43,0.9366916269571137,0.4966078697421981,0.666214382632293,0.666214382632293,0.6211671612265084,0.8521031207598372,0.7185354691075515,0.5786007669804425,354,383,109,628,492,0.43
PyPI -> NPM,99,flags_only,3,ExtraTrees,mean_std_score_alignment,0.46,0.46,0.6969267139479906,0.9348710990502035,0.5,0.5,0.5,1.0,0.6666666666666666,0.4891451831750339,0,737,0,737,737,0.46
PyPI -> NPM,99,all_minus_file,104,ExtraTrees,mean_std_score_alignment,0.56,0.56,0.9428969359331476,0.47421981004070557,0.9348710990502035,0.9348710990502036,0.9748148148148148,0.89280868385346,0.9320113314447592,0.9665684160914926,720,17,79,658,96,0.56
PyPI -> NPM,99,all_minus_network,105,ExtraTrees,mean_std_score_alignment,0.5,0.5,0.953103448275862,0.4837177747625509,0.937584803256445,0.9375848032564451,0.9806259314456036,0.89280868385346,0.9346590909090909,0.9772234792486316,724,13,79,658,92,0.5
PyPI -> NPM,99,all_minus_process,107,ExtraTrees,mean_std_score_alignment,0.57,0.57,0.9515235457063712,0.4796472184531886,0.7564450474898237,0.7564450474898237,0.6989473684210527,0.9009497964721845,0.7871962062833432,0.8587419385126912,451,286,73,664,359,0.57
PyPI -> NPM,99,all_minus_ratios,118,ExtraTrees,mean_std_score_alignment,0.57,0.57,0.9542302357836339,0.47829036635006783,0.937584803256445,0.9375848032564451,0.9923664122137404,0.8819538670284939,0.9339080459770115,0.9702882528273888,732,5,87,650,92,0.57
PyPI -> NPM,99,all_minus_flags,126,ExtraTrees,mean_std_score_alignment,0.55,0.55,0.9535689535689535,0.4789687924016282,0.9369063772048847,0.9369063772048847,0.9923547400611621,0.8805970149253731,0.9331416247304097,0.9718466996459666,732,5,88,649,93,0.55
NPM -> PyPI,123,all_features,129,RandomForest,rank_threshold_transfer,0.5,0.6085714285714285,0.9731589814177564,0.48575305291723203,0.5549525101763908,0.5549525101763908,0.5563282336578581,0.5427408412483039,0.5494505494505495,0.5271416446814896,418,319,337,400,656,0.6085714285714285
NPM -> PyPI,123,file_only,25,RandomForest,rank_threshold_transfer,0.56,0.76,0.9730476848652384,0.4816824966078697,0.5943012211668928,0.5943012211668928,0.5974754558204769,0.5780189959294437,0.5875862068965517,0.6990411823944298,450,287,311,426,598,0.76
NPM -> PyPI,123,network_only,24,RandomForest,rank_threshold_transfer,0.72,0.5485714285714286,0.9623955431754875,0.47421981004070557,0.4701492537313433,0.4701492537313433,0.47689075630252103,0.6160108548168249,0.5375962107756068,0.529037923740125,239,498,283,454,781,0.5485714285714286
NPM -> PyPI,123,process_only,22,RandomForest,rank_threshold_transfer,0.57,0.2885714285714286,0.9647546648237734,0.4816824966078697,0.4443690637720488,0.4443690637720489,0.4618249534450652,0.6729986431478969,0.5477636664826063,0.4308226353123981,159,578,241,496,819,0.2885714285714286
NPM -> PyPI,123,permission_only,12,RandomForest,rank_threshold_transfer,0.51,0.32857142857142857,0.9417409184372858,0.4898236092265943,0.5468113975576662,0.5468113975576663,0.5471956224350205,0.5427408412483039,0.5449591280653951,0.5229827180858997,406,331,337,400,668,0.32857142857142857
NPM -> PyPI,123,ratios_only,11,RandomForest,rank_threshold_transfer,0.41,0.6971428571428572,0.9673024523160763,0.49592944369063774,0.5854816824966079,0.5854816824966078,0.5773955773955773,0.6377204884667571,0.6060606060606061,0.5818428518564204,393,344,267,470,611,0.6971428571428572
NPM -> PyPI,123,flags_only,3,RandomForest,rank_threshold_transfer,0.17,0.05282174168328471,0.9338959212376934,0.46472184531886024,0.5,0.5,0.5,1.0,0.6666666666666666,0.4953025669727102,0,737,0,737,737,0.05282174168328471
NPM -> PyPI,123,all_minus_file,104,RandomForest,rank_threshold_transfer,0.34,0.6228571428571429,0.9701492537313433,0.5,0.6010854816824966,0.6010854816824966,0.6,0.6065128900949797,0.6032388663967612,0.5985706106202675,439,298,290,447,588,0.6228571428571429
NPM -> PyPI,123,all_minus_network,105,RandomForest,rank_threshold_transfer,0.53,0.6114285714285714,0.974500344589938,0.4843962008141113,0.6126187245590231,0.6126187245590231,0.6152777777777778,0.6010854816824966,0.608098833218943,0.6344323774000357,460,277,294,443,571,0.6114285714285714
NPM -> PyPI,123,all_minus_process,107,RandomForest,rank_threshold_transfer,0.48,0.6628571428571428,0.9739010989010989,0.48778833107191316,0.5848032564450475,0.5848032564450475,0.584573748308525,0.5861601085481682,0.5853658536585366,0.682462548488592,430,307,305,432,612,0.6628571428571428
NPM -> PyPI,123,all_minus_ratios,118,RandomForest,rank_threshold_transfer,0.47,0.5857142857142857,0.9731958762886598,0.4871099050203528,0.5976933514246947,0.5976933514246947,0.5972972972972973,0.5997286295793759,0.5985104942450914,0.6041848853671693,439,298,295,442,593,0.5857142857142857
NPM -> PyPI,123,all_minus_flags,126,RandomForest,rank_threshold_transfer,0.56,0.6813801124248884,0.9730848861283644,0.4830393487109905,0.6044776119402985,0.6044776119402985,0.6081460674157303,0.587516960651289,0.5976535541752933,0.5425723853901823,458,279,304,433,583,0.6813801124248884
PyPI -> NPM,123,all_features,129,ExtraTrees,mean_std_score_alignment,0.57,0.57,0.9571230982019364,0.48100407055630934,0.9348710990502035,0.9348710990502035,0.9848714069591528,0.8833107191316146,0.9313304721030042,0.9640609092197824,727,10,86,651,96,0.57
PyPI -> NPM,123,file_only,25,ExtraTrees,mean_std_score_alignment,0.52,0.52,0.9553264604810997,0.4871099050203528,0.7184531886024423,0.7184531886024423,0.6551059730250481,0.9226594301221167,0.7661971830985915,0.6567127358151883,379,358,57,680,415,0.52
PyPI -> NPM,123,network_only,24,ExtraTrees,mean_std_score_alignment,0.37,0.37,0.8102094240837696,0.5366350067842606,0.762550881953867,0.762550881953867,0.6880466472303207,0.9606512890094979,0.8018120045300113,0.8242222954550058,416,321,29,708,350,0.37
PyPI -> NPM,123,process_only,22,ExtraTrees,mean_std_score_alignment,0.5,0.5,0.8604026845637583,0.510854816824966,0.9341926729986432,0.9341926729986432,0.9761904761904762,0.8900949796472184,0.9311568488289567,0.953854141160486,721,16,81,656,97,0.5
PyPI -> NPM,123,permission_only,12,ExtraTrees,mean_std_score_alignment,0.57,0.57,0.8987083616587356,0.49796472184531887,0.746268656716418,0.7462686567164178,0.6805970149253732,0.9280868385345997,0.7853042479908151,0.6594181553070959,416,321,53,684,374,0.57
PyPI -> NPM,123,ratios_only,11,ExtraTrees,mean_std_score_alignment,0.46,0.46,0.938101788170564,0.4864314789687924,0.6506105834464043,0.6506105834464043,0.6114457831325302,0.8263229308005428,0.7028274668205424,0.5619963584077883,350,387,128,609,515,0.46
PyPI -> NPM,123,flags_only,3,ExtraTrees,mean_std_score_alignment,0.47,0.47,0.6969267139479906,0.9348710990502035,0.5,0.5,0.5,1.0,0.6666666666666666,0.4891451831750339,0,737,0,737,737,0.47
PyPI -> NPM,123,all_minus_file,104,ExtraTrees,mean_std_score_alignment,0.55,0.55,0.9472954230235784,0.47829036635006783,0.9341926729986432,0.9341926729986432,0.9747774480712166,0.8914518317503393,0.9312544294826365,0.9521244769123423,720,17,80,657,97,0.55
PyPI -> NPM,123,all_minus_network,105,ExtraTrees,mean_std_score_alignment,0.55,0.55,0.9571230982019364,0.48100407055630934,0.9369063772048847,0.9369063772048847,0.9805970149253731,0.8914518317503393,0.9339019189765458,0.9740163742776189,724,13,80,657,93,0.55
PyPI -> NPM,123,all_minus_process,107,ExtraTrees,mean_std_score_alignment,0.58,0.58,0.954954954954955,0.4789687924016282,0.7340569877883311,0.7340569877883311,0.6689520078354554,0.926729986431479,0.7770193401592719,0.8947565122457282,399,338,54,683,392,0.58
PyPI -> NPM,123,all_minus_ratios,118,ExtraTrees,mean_std_score_alignment,0.59,0.59,0.9604441360166551,0.47761194029850745,0.937584803256445,0.9375848032564451,0.9923664122137404,0.8819538670284939,0.9339080459770115,0.9737033961805626,732,5,87,650,92,0.59
PyPI -> NPM,123,all_minus_flags,126,ExtraTrees,mean_std_score_alignment,0.57,0.57,0.9571230982019364,0.48100407055630934,0.937584803256445,0.9375848032564451,0.9923664122137404,0.8819538670284939,0.9339080459770115,0.9694441324891516,732,5,87,650,92,0.57
